Timestamp,Color Changed
0,False
50,False
100,False
150,False
200,False
250,False
300,False
350,False
400,False
450,False
500,False
550,False
600,False
650,False
700,False
750,False
800,False
850,False
900,False
950,False
1000,False
1050,False
1100,False
1150,False
1200,False
1250,False
1300,False
1350,False
1400,False
1450,False
1500,False
1550,False
1600,False
1650,False
1700,False
1750,False
1800,False
1850,False
1900,False
1950,False
2000,False
2050,False
2100,False
2150,False
2200,False
2250,False
2300,False
2350,False
2400,False
2450,False
2500,False
2550,False
2600,False
2650,False
2700,False
2750,False
2800,False
2850,False
2900,False
2950,False
3000,False
3050,False
3100,False
3150,False
3200,False
3250,False
3300,False
3350,False
3400,False
3450,False
3500,False
3550,False
3600,False
3650,False
3700,False
3750,False
3800,False
3850,False
3900,False
3950,False
4000,False
4050,False
4100,False
4150,False
4200,False
4250,False
4300,False
4350,False
4400,False
4450,False
4500,False
4550,False
4600,False
4650,False
4700,False
4750,False
4800,False
4850,False
4900,False
4950,False
5000,False
5050,False
5100,False
5150,False
5200,False
5250,False
5300,False
5350,False
5400,False
5450,False
5500,False
5550,False
5600,False
5650,False
5700,False
5750,False
5800,False
5850,False
5900,False
5950,False
6000,False
6050,False
6100,False
6150,False
6200,False
6250,False
6300,False
6350,False
6400,False
6450,False
6500,False
6550,False
6600,False
6650,False
6700,False
6750,False
6800,False
6850,False
6900,False
6950,False
7000,False
7050,False
7100,False
7150,False
7200,False
7250,True
7300,False
7350,False
7400,False
7450,False
7500,False
7550,False
7600,False
7650,False
7700,False
7750,False
7800,False
7850,False
7900,False
7950,False
8000,False
8050,False
8100,False
8150,False
8200,False
8250,False
8300,False
8350,False
8400,False
8450,False
8500,False
8550,False
8600,False
8650,False
8700,False
8750,False
8800,False
8850,False
8900,False
8950,False
9000,False
9050,False
9100,False
9150,False
9200,False
9250,False
9300,False
9350,False
9400,False
9450,False
9500,False
9550,False
9600,False
9650,False
9700,False
9750,False
9800,False
9850,False
9900,False
9950,False
10000,False
10050,False
10100,False
10150,False
10200,False
10250,False
10300,False
10350,False
10400,False
10450,False
10500,False
10550,False
10600,False
10650,False
10700,False
10750,True
10800,False
10850,False
